IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
121.132.137.19,50001,TRUE,KR@145,Asia Pacific,Seoul,143,3.63
175.112.79.49,30012,TRUE,KR@146,Asia Pacific,Seoul,143,2.3
132.226.20.13,587,TRUE,KR@147,Asia Pacific,Seoul,144,2.49
112.165.35.70,10001,TRUE,KR@148,Asia Pacific,Seoul,144,1.86
146.56.46.13,587,TRUE,KR@149,Asia Pacific,Seoul,145,3.64
211.219.198.151,11310,TRUE,KR@150,Asia Pacific,Seoul,145,1.32
119.198.34.151,50001,TRUE,KR@151,Asia Pacific,Seoul,146,3.35
210.205.215.87,50003,TRUE,KR@152,Asia Pacific,Seoul,146,1.67
61.74.251.88,50003,TRUE,KR@153,Asia Pacific,Seoul,150,3.14
222.235.135.123,10238,TRUE,KR@154,Asia Pacific,Seoul,150,1.52
211.108.194.141,50003,TRUE,KR@155,Asia Pacific,Seoul,152,1
121.147.113.29,50003,TRUE,KR@156,Asia Pacific,Seoul,154,3.8
59.26.65.12,50003,TRUE,KR@157,Asia Pacific,Seoul,156,2.98
114.199.10.185,21317,TRUE,KR@158,Asia Pacific,Seoul,156,1
211.221.90.175,21330,TRUE,KR@159,Asia Pacific,Seoul,161,2.34
211.251.9.40,30048,TRUE,KR@160,Asia Pacific,Seoul,161,1
121.144.201.72,10005,TRUE,KR@161,Asia Pacific,Seoul,164,2.42
59.25.215.87,50001,TRUE,KR@162,Asia Pacific,Seoul,169,1.27
220.80.90.148,10443,TRUE,KR@163,Asia Pacific,Seoul,169,1
211.48.30.184,50003,TRUE,KR@164,Asia Pacific,Seoul,174,1.59
119.17.78.218,10035,TRUE,KR@165,Asia Pacific,Seoul,175,2.21
124.195.178.3,30112,TRUE,KR@166,Asia Pacific,Seoul,175,0.43
121.148.107.97,10081,TRUE,KR@167,Asia Pacific,Seoul,178,0.74
43.202.68.12,8000,TRUE,KR@168,Asia Pacific,Seoul,180,0.23
121.178.121.161,12481,TRUE,KR@169,Asia Pacific,Seoul,187,1.87
125.134.169.165,12101,TRUE,KR@170,Asia Pacific,Seoul,198,4.14
121.127.133.226,32400,TRUE,KR@171,Asia Pacific,Seoul,199,1.03
211.237.82.127,30008,TRUE,KR@172,Asia Pacific,Seoul,201,2.33
58.147.178.34,50003,TRUE,KR@173,Asia Pacific,Seoul,202,1.9
125.139.18.147,27017,TRUE,KR@174,Asia Pacific,Seoul,216,1.81
115.40.31.58,30048,TRUE,KR@175,Asia Pacific,Seoul,220,2.97
211.207.106.155,12345,TRUE,KR@176,Asia Pacific,Seoul,224,0.62
220.84.186.17,30019,TRUE,KR@177,Asia Pacific,Seoul,225,2.48
122.129.213.245,21230,TRUE,KR@178,Asia Pacific,Seoul,226,0.09
221.162.35.248,10397,TRUE,KR@179,Asia Pacific,Seoul,236,4.47
220.81.117.120,10218,TRUE,KR@180,Asia Pacific,Seoul,244,2.59
118.40.112.188,10081,TRUE,KR@181,Asia Pacific,Seoul,257,3.79
121.55.128.244,30013,TRUE,KR@182,Asia Pacific,Seoul,289,0.25
175.195.48.68,10116,TRUE,KR@183,Asia Pacific,Seoul,359,2.85
175.208.72.62,12575,TRUE,KR@184,Asia Pacific,Seoul,370,2.59
211.195.102.16,20894,TRUE,KR@185,Asia Pacific,Seoul,415,2.21
210.179.32.202,10443,TRUE,KR@186,Asia Pacific,Seoul,517,3.05
14.32.21.94,10102,TRUE,KR@187,Asia Pacific,Seoul,622,2.59
114.94.49.3,4343,TRUE,SG@1,Asia Pacific,Singapore,153,0.79
137.220.150.176,587,TRUE,SG@2,Asia Pacific,Singapore,103,0.75
137.220.150.242,587,TRUE,SG@3,Asia Pacific,Singapore,96,0.29
137.220.150.20,587,TRUE,SG@4,Asia Pacific,Singapore,97,0.11
154.17.225.138,59430,TRUE,SG@5,Asia Pacific,Singapore,245,8.56
47.76.78.66,60000,TRUE,SG@6,Asia Pacific,Singapore,65,1.49
14.119.112.72,28279,TRUE,SG@7,Asia Pacific,Singapore,364,23.21
103.30.78.45,7777,TRUE,SG@8,Asia Pacific,Singapore,292,19.86
183.236.51.57,28994,TRUE,SG@9,Asia Pacific,Singapore,444,16.42
183.236.51.57,31617,TRUE,SG@10,Asia Pacific,Singapore,493,5.62
18.136.123.199,31443,TRUE,SG@11,Asia Pacific,Singapore,690,3.75
47.243.95.157,11007,TRUE,SG@12,Asia Pacific,Singapore,823,2.73
47.245.91.197,9000,TRUE,SG@13,Asia Pacific,Singapore,590,2.49
103.99.11.15,50009,TRUE,SG@14,Asia Pacific,Singapore,465,2.08
61.220.128.223,81,TRUE,TW@1,Asia Pacific,Taipei,94,4.81
122.116.86.104,81,TRUE,TW@2,Asia Pacific,Taipei,93,1.54
59.126.189.162,10332,TRUE,TW@3,Asia Pacific,Taipei,98,0.69
118.163.93.53,81,TRUE,TW@4,Asia Pacific,Taipei,86,1.21
220.135.202.250,81,TRUE,TW@5,Asia Pacific,Taipei,88,1.94
37.128.253.213,2053,TRUE,TW@6,Asia Pacific,Taipei,228,0.42
37.128.253.213,8443,TRUE,TW@7,Asia Pacific,Taipei,231,1.44
