IP地址,端口,TLS,数据中心,国家,地区,城市,ASN,ORG,延迟(ms),速度(MB/s)
110.12.85.17,24901,TRUE,HK:HKG233,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,99,6.8
39.124.96.8,13623,TRUE,HK:HKG234,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,95,6.8
58.233.215.231,18420,TRUE,HK:HKG235,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,78,6.8
1.232.82.189,18352,TRUE,HK:HKG236,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,91,6.79
1.243.52.80,36745,TRUE,HK:HKG237,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,78,6.79
58.122.187.141,34836,TRUE,HK:HKG238,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,92,6.77
118.216.204.236,30121,TRUE,HK:HKG239,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,98,6.76
124.137.174.42,14099,TRUE,HK:HKG240,HK,Asia Pacific,Hong Kong,38117,jin san cable net company ltd,97,6.76
211.203.37.223,27291,TRUE,HK:HKG241,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,81,6.76
115.136.203.82,12511,TRUE,HK:HKG242,HK,Asia Pacific,Hong Kong,17858,LG POWERCOMM,96,6.75
218.237.123.117,36198,TRUE,HK:HKG243,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,104,6.75
221.141.80.241,22577,TRUE,HK:HKG244,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,85,6.74
118.222.219.124,11824,TRUE,HK:HKG245,HK,Asia Pacific,Hong Kong,9318,SK Broadband Co Ltd,103,6.73
