IP地址,端口,TLS,数据中心,国家,地区,城市,ASN,ORG,延迟(ms),速度(MB/s)
175.118.80.147,25865,TRUE,KR:ICN195,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,153,9.4
175.125.207.253,12512,TRUE,KR:ICN196,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,45,9.4
110.11.180.149,37315,TRUE,KR:ICN197,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,39,9.39
1.236.248.109,10003,TRUE,KR:ICN198,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,52,9.39
110.11.180.149,37315,TRUE,KR:ICN199,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,39,9.39
39.114.237.166,17862,TRUE,KR:ICN200,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,51,9.39
61.254.205.175,21223,TRUE,KR:ICN201,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,44,9.39
39.116.71.182,12207,TRUE,KR:ICN202,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,63,9.38
118.219.239.158,24274,TRUE,KR:ICN203,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,53,9.38
1.246.152.128,12311,TRUE,KR:ICN204,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,57,9.38
39.116.71.182,12207,TRUE,KR:ICN205,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,63,9.38
118.219.239.158,24274,TRUE,KR:ICN206,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,53,9.38
1.233.172.193,27033,TRUE,KR:ICN207,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,55,9.38
218.54.154.5,26136,TRUE,KR:ICN208,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,59,9.37
175.121.157.42,10290,TRUE,KR:ICN209,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,116,9.37
221.143.121.193,38196,TRUE,KR:ICN210,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,87,9.37
218.54.154.5,26136,TRUE,KR:ICN211,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,59,9.37
175.121.157.42,10290,TRUE,KR:ICN212,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,116,9.37
221.143.121.193,38196,TRUE,KR:ICN213,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,87,9.37
175.125.207.253,35812,TRUE,KR:ICN214,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,56,9.37
39.115.248.136,33116,TRUE,KR:ICN215,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,36,9.36
1.248.41.114,10057,TRUE,KR:ICN216,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,70,9.35
58.233.215.231,21328,TRUE,KR:ICN217,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,36,9.34
124.111.204.31,18245,TRUE,KR:ICN218,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,54,9.33
175.125.207.253,19096,TRUE,KR:ICN219,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,54,9.33
211.59.61.251,34418,TRUE,KR:ICN220,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,51,9.32
211.59.61.251,34418,TRUE,KR:ICN221,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,51,9.32
27.119.235.142,25375,TRUE,KR:ICN222,KR,Asia Pacific,Seoul,17864,SK Broadband Co Ltd,42,9.31
