IP地址,端口,TLS,数据中心,国家,地区,城市,ASN,ORG,延迟(ms),速度(MB/s)
203.229.150.186,22528,TRUE,JP:KIX108,JP,Asia Pacific,Osaka,4766,Korea Telecom,175,2.25
211.106.134.193,16071,TRUE,JP:KIX109,JP,Asia Pacific,Osaka,4766,Korea Telecom,189,2.23
220.94.105.146,12565,TRUE,JP:KIX110,JP,Asia Pacific,Osaka,4766,Korea Telecom,173,2.22
183.98.186.160,22000,TRUE,JP:KIX111,US,North America,Los Angeles,4766,Korea Telecom,292,2.22
220.86.189.63,21411,TRUE,JP:KIX112,JP,Asia Pacific,Osaka,4766,Korea Telecom,191,2.22
211.228.85.135,15270,TRUE,JP:KIX113,JP,Asia Pacific,Osaka,4766,Korea Telecom,182,2.22
218.146.117.49,22316,TRUE,JP:KIX114,JP,Asia Pacific,Osaka,4766,Korea Telecom,174,2.22
211.179.70.112,10002,TRUE,JP:KIX115,JP,Asia Pacific,Osaka,9318,SK Broadband Co Ltd,74,2.22
59.3.87.55,17916,TRUE,JP:KIX116,JP,Asia Pacific,Osaka,4766,Korea Telecom,192,2.21
221.143.121.193,10230,TRUE,JP:KIX117,JP,Asia Pacific,Tokyo,9318,SK Broadband Co Ltd,89,2.2
211.226.117.218,38646,TRUE,JP:KIX118,JP,Asia Pacific,Osaka,4766,Korea Telecom,184,2.19
221.164.149.81,12599,TRUE,JP:KIX119,US,North America,Los Angeles,4766,Korea Telecom,307,2.18
59.7.68.125,29348,TRUE,JP:KIX120,JP,Asia Pacific,Osaka,4766,Korea Telecom,189,2.18
211.46.4.145,38103,TRUE,JP:KIX121,JP,Asia Pacific,Osaka,4766,Korea Telecom,181,2.18
203.229.150.186,11673,TRUE,JP:KIX122,JP,Asia Pacific,Osaka,4766,Korea Telecom,190,2.17
61.77.217.251,12852,TRUE,JP:KIX123,JP,Asia Pacific,Osaka,4766,Korea Telecom,195,2.17
222.104.82.72,10561,TRUE,JP:KIX124,JP,Asia Pacific,Osaka,4766,Korea Telecom,178,2.15
221.163.255.239,15814,TRUE,JP:KIX125,JP,Asia Pacific,Osaka,4766,Korea Telecom,181,2.14
222.104.82.72,10032,TRUE,JP:KIX126,JP,Asia Pacific,Osaka,4766,Korea Telecom,187,2.14
221.163.255.239,17266,TRUE,JP:KIX127,JP,Asia Pacific,Osaka,4766,Korea Telecom,190,2.11
211.230.73.232,12697,TRUE,JP:KIX128,JP,Asia Pacific,Osaka,4766,Korea Telecom,188,2.11
1.246.152.128,21233,TRUE,JP:KIX129,JP,Asia Pacific,Tokyo,9318,SK Broadband Co Ltd,95,2.1
14.42.61.5,22047,TRUE,JP:KIX130,JP,Asia Pacific,Osaka,4766,Korea Telecom,218,2.1
222.104.82.72,37701,TRUE,JP:KIX131,US,North America,Los Angeles,4766,Korea Telecom,278,2.09
210.178.104.232,10254,TRUE,JP:KIX132,JP,Asia Pacific,Osaka,4766,Korea Telecom,197,2.08
58.239.136.32,20121,TRUE,JP:KIX133,JP,Asia Pacific,Tokyo,9318,SK Broadband Co Ltd,107,2.08
220.95.94.14,24595,TRUE,JP:KIX134,JP,Asia Pacific,Osaka,4766,Korea Telecom,178,2.08
203.229.150.186,24658,TRUE,JP:KIX135,JP,Asia Pacific,Osaka,4766,Korea Telecom,182,2.05
222.104.209.76,29393,TRUE,JP:KIX136,JP,Asia Pacific,Osaka,4766,Korea Telecom,198,2.05
221.166.163.231,31432,TRUE,JP:KIX137,JP,Asia Pacific,Osaka,4766,Korea Telecom,183,2.04
222.119.56.43,26899,TRUE,JP:KIX138,JP,Asia Pacific,Osaka,4766,Korea Telecom,186,2.04
